DISTRICT,YEAR,avg_temp,avg_max_temp,temp_range_stddev,annual_precip,avg_humidity,avg_wind,heatwave_days,precip_zscore,avg_temp_lag1,annual_precip_lag1,precip_zscore_lag1,heatwave_days_lag1,temp_range_stddev_lag1
baitadi,1993,10.261917808219177,17.221342465753423,2.7707717747241474,270.18,46.47117808219178,2.418027397260274,0,-1.4006358005405433,10.03415300546448,302.15,-1.2583496520301733,0.0,2.771486617361671
baitadi,1994,10.176356164383561,16.804520547945206,3.0343268333565003,353.09000000000003,50.17673972602739,2.3863835616438354,0,-1.0316353447071127,10.261917808219177,270.18,-1.4006358005405433,0.0,2.7707717747241474
baitadi,1995,9.916356164383561,16.47580821917808,2.90106753049607,345.56,51.48986301369863,2.4123835616438356,0,-1.0651484725858456,10.176356164383561,353.09000000000003,-1.0316353447071127,0.0,3.0343268333565003
baitadi,1996,10.02516393442623,16.424262295081967,3.0669440834369572,460.4,53.51756830601093,2.3443715846994535,0,-0.5540398928257306,9.916356164383561,345.56,-1.0651484725858456,0.0,2.90106753049607
baitadi,1997,9.195013698630136,15.650575342465753,2.6522917368142145,386.44,53.46832876712328,2.367561643835616,0,-0.8832073480596048,10.02516393442623,460.4,-0.5540398928257306,0.0,3.0669440834369572
baitadi,1998,10.593698630136986,17.29490410958904,2.9480186969460123,360.12,52.32186301369863,2.3906301369863017,0,-1.0003475241244448,9.195013698630136,386.44,-0.8832073480596048,0.0,2.6522917368142145
baitadi,1999,10.885561643835617,17.839698630136986,2.989677860433719,247.9,43.968657534246574,2.4640821917808218,0,-1.4997954936531814,10.593698630136986,360.12,-1.0003475241244448,0.0,2.9480186969460123
baitadi,2000,9.912349726775956,16.32704918032787,3.2058276329501147,547.49,51.60295081967213,2.326120218579235,0,-0.16643586799720023,10.885561643835617,247.9,-1.4997954936531814,0.0,2.989677860433719
baitadi,2001,10.272794520547945,16.86632876712329,2.723701806813693,498.89,49.55104109589041,2.3172876712328767,0,-0.38273573717467846,9.912349726775956,547.49,-0.16643586799720023,0.0,3.2058276329501147
baitadi,2002,10.33786301369863,17.014246575342465,2.7038977474660664,394.01,48.44539726027397,2.3972328767123288,0,-0.8495161955971868,10.272794520547945,498.89,-0.38273573717467846,0.0,2.723701806813693
baitadi,2003,10.04317808219178,16.444219178082193,3.094647311737375,583.92,52.72383561643836,2.326821917808219,0,-0.004299978405934409,10.33786301369863,394.01,-0.8495161955971868,0.0,2.7038977474660664
baitadi,2004,10.119016393442623,16.409754098360658,3.0568256267970475,666.64,55.124972677595636,2.2724590163934426,0,0.3638548606549915,10.04317808219178,583.92,-0.004299978405934409,0.0,3.094647311737375
baitadi,2005,9.462301369863013,15.412958904109589,2.983862558829318,834.85,58.897698630136986,2.2195890410958903,0,1.1124927411970411,10.119016393442623,666.64,0.3638548606549915,0.0,3.0568256267970475
baitadi,2006,10.143808219178084,16.195698630136988,3.095270354170568,710.06,58.37810958904109,2.2003835616438354,0,0.5571005462452403,9.462301369863013,834.85,1.1124927411970411,0.0,2.983862558829318
baitadi,2007,9.628410958904109,15.537616438356164,3.3428451732282234,965.1,60.872,2.1916164383561645,0,1.6921852918218667,10.143808219178084,710.06,0.5571005462452403,0.0,3.095270354170568
baitadi,2008,9.656338797814207,15.344207650273223,3.1874788972146373,864.04,61.0846174863388,2.1654371584699454,0,1.2424061811412916,9.628410958904109,965.1,1.6921852918218667,0.0,3.3428451732282234
baitadi,2009,10.381013698630138,16.62446575342466,2.9828103037982463,682.0600000000001,53.45219178082191,2.299205479452055,0,0.4324833376656238,9.656338797814207,864.04,1.2424061811412916,0.0,3.1874788972146373
baitadi,2010,10.437397260273972,16.555753424657535,3.3537394559059375,939.5,56.65580821917808,2.293013698630137,0,1.5782495582633596,10.381013698630138,682.0600000000001,0.4324833376656238,0.0,2.9828103037982463
baitadi,2011,9.41704109589041,15.145999999999999,3.0611994618311233,1000.02,63.89619178082192,2.163972602739726,0,1.8476007533790175,10.437397260273972,939.5,1.5782495582633596,0.0,3.3537394559059375
baitadi,2012,9.462267759562842,15.327868852459016,3.1138457498235446,640.52,60.994234972677596,2.27775956284153,0,0.2476048075085773,9.41704109589041,1000.02,1.8476007533790175,0.0,3.0611994618311233
baitadi,2013,9.61813698630137,14.973561643835618,3.353009624288158,1084.83,69.14682191780823,2.26,0,2.2250573769374933,9.462267759562842,640.52,0.2476048075085773,0.0,3.1138457498235446
baitadi,2014,9.788027397260274,15.568794520547945,3.074105433531595,752.32,63.032082191780816,2.312794520547945,0,0.7451835189086199,9.61813698630137,1084.83,2.2250573769374933,0.0,3.353009624288158
baitadi,2015,9.87254794520548,15.62958904109589,2.8046937599601542,752.86,64.85095890410959,2.243780821917808,0,0.7475868507883695,9.788027397260274,752.32,0.7451835189086199,0.0,3.074105433531595
baitadi,2016,10.930956284153005,16.954617486338798,2.8732140133263178,615.48,57.10295081967213,2.319344262295082,0,0.13616141812166277,9.87254794520548,752.86,0.7475868507883695,0.0,2.8046937599601542
baitadi,2017,10.49586301369863,16.342356164383563,3.0664781510374906,762.45,61.26345205479452,2.313178082191781,0,0.7902682447268885,10.930956284153005,615.48,0.13616141812166277,0.0,2.8732140133263178
baitadi,2018,10.243287671232878,16.159123287671232,3.0066200521832798,737.82,60.00106849315068,2.3160000000000003,0,0.6806496073227468,10.49586301369863,762.45,0.7902682447268885,0.0,3.0664781510374906
baitadi,2019,9.363013698630137,15.275863013698629,3.3916464043187555,821.62,65.26802739726028,2.2817808219178084,0,1.053611110143172,10.243287671232878,737.82,0.6806496073227468,0.0,3.0066200521832798
bajang,1982,4.668493150684932,11.126383561643836,2.820382851044153,379.9,61.37778082191781,2.5024657534246573,0,-0.518958786864507,4.537753424657534,710.4,1.044964601963089,0.0,3.2312576382940863
bajang,1983,4.617041095890411,11.127890410958903,2.802143710676215,534.13,58.44493150684932,2.5004383561643833,0,0.21085635461470675,4.668493150684932,379.9,-0.518958786864507,0.0,2.820382851044153
bajang,1984,5.153907103825136,12.066666666666666,3.1177588972221972,352.6,54.88663934426229,2.635710382513661,0,-0.6481421711761357,4.617041095890411,534.13,0.21085635461470675,0.0,2.802143710676215
bajang,1985,5.099150684931507,11.878602739726027,3.5218763691698514,486.27,57.74723287671233,2.5825753424657534,0,-0.015616787259086771,5.153907103825136,352.6,-0.6481421711761357,0.0,3.1177588972221972
bajang,1986,4.713479452054795,11.380109589041096,2.822283820360289,536.7,56.30690410958904,2.5305205479452053,0,0.22301757430997754,5.099150684931507,486.27,-0.015616787259086771,0.0,3.5218763691698514
bajang,1987,5.883479452054794,13.223671232876713,2.5735376246451884,256.65,48.22810958904109,2.630931506849315,0,-1.1021768131065681,4.713479452054795,536.7,0.22301757430997754,0.0,2.822283820360289
bajang,1988,5.864262295081968,12.657267759562842,3.385584012135319,471.84,55.34871584699454,2.5780054644808743,0,-0.08389943325237639,5.883479452054794,256.65,-1.1021768131065681,0.0,2.5735376246451884
bajang,1989,5.218,12.312657534246576,2.90329710311307,226.91,49.41090410958904,2.705260273972603,0,-1.2429062581405548,5.864262295081968,471.84,-0.08389943325237639,0.0,3.385584012135319
bajang,1990,5.856575342465754,12.451835616438357,2.9685692014873526,347.99,56.20515068493151,2.5474246575342465,0,-0.6699566547540335,5.218,226.91,-1.2429062581405548,0.0,2.90329710311307
bajang,1991,5.457342465753425,12.441835616438356,2.9067096887739896,246.17,51.692054794520544,2.644191780821918,0,-1.1517680903075156,5.856575342465754,347.99,-0.6699566547540335,0.0,2.9685692014873526
bajang,1992,5.522622950819672,12.521721311475408,2.7640815237002148,274.09,51.81918032786885,2.6649726775956286,0,-1.019650870894304,5.457342465753425,246.17,-1.1517680903075156,0.0,2.9067096887739896
bajang,1993,5.816465753424658,13.032767123287671,2.8166663422308758,190.4,49.460410958904106,2.696082191780822,0,-1.415671289686986,5.522622950819672,274.09,-1.019650870894304,0.0,2.7640815237002148
bajang,1994,5.70586301369863,12.668712328767123,2.8178966122226647,237.97,52.521315068493145,2.648465753424657,0,-1.1905704255219975,5.816465753424658,190.4,-1.415671289686986,0.0,2.8166663422308758
bajang,1995,5.396219178082191,12.232301369863013,2.9301692892777678,258.84000000000003,54.50123287671233,2.6557534246575343,0,-1.0918137504090415,5.70586301369863,237.97,-1.1905704255219975,0.0,2.8178966122226647
bajang,1996,5.675409836065573,12.430245901639346,2.8983504971727307,297.79,55.009180327868854,2.6326502732240438,0,-0.9075026581402523,5.396219178082191,258.84000000000003,-1.0918137504090415,0.0,2.9301692892777678
bajang,1997,4.755945205479453,11.452109589041097,2.7660763416006513,278.89,55.830383561643835,2.60358904109589,0,-0.9969373088175341,5.675409836065573,297.79,-0.9075026581402523,0.0,2.8983504971727307
bajang,1998,6.262547945205479,13.356931506849314,2.966274720469495,238.52,53.669643835616434,2.6484657534246576,0,-1.1879678298673677,4.755945205479453,278.89,-0.9969373088175341,0.0,2.7660763416006513
bajang,1999,6.461561643835616,13.69131506849315,2.8389150723820697,181.13,46.0166301369863,2.7041917808219176,0,-1.459536856447748,6.262547945205479,238.52,-1.1879678298673677,0.0,2.966274720469495
bajang,2000,5.54688524590164,12.29396174863388,2.9584564978910746,427.01,53.991994535519126,2.5767759562841532,0,-0.29603463906520877,6.461561643835616,181.13,-1.459536856447748,0.0,2.8389150723820697
bajang,2001,5.909041095890411,12.795808219178083,2.5391257929182114,375.43,52.04383561643836,2.570602739726027,0,-0.5401107915484988,5.54688524590164,427.01,-0.29603463906520877,0.0,2.9584564978910746
